LC,Grade,itemkey,Source,questionkey,correctanswervalue,mostcommonwronganswer,total_students,pct_A,pct_B,pct_C,pct_D,pct_E,pct_F,reportingquestiontypename,pct_G,Question Text,Image Summary,choice_A,DR A,choice_B,DR B,choice_C,DR C,choice_D,DR D,choice_E,DR E,choice_F,DR F,choice_G,DR G,Image Summary (if present),MostCommonDR,Learning_Component_Text
MATH-00130,3,i185070,Compass,q187883,BE,D,78.0,16.666666666666668,60.256410256410255,17.94871794871795,29.487179487179485,46.15384615384615,,MULTISELECT,,Which two expressions can be used to find the area of the shape below? Select two that apply.,"An L-shaped rectilinear figure on a grid. The shape can be decomposed into rectangles with dimensions 6×3 and 2×5, or 4×3 and 2×8.",(4 × 3) + (2 × 5),Student did not account for the overlapping section of the rectilinear figure when finding the area of the composite figure.,(4 × 3) + (2 × 8),Correct.,(6 + 3) + (2 + 5),Student used addition instead of multiplication to calculate area.,(6 × 3) + (2 × 8),"Student counted an overlapping section twice, leading to an overestimation of the total area of a composite figure.",(6 × 3) + (2 × 5),Correct.,,,,,,"Student counted an overlapping section twice, leading to an overestimation of the total area of a composite figure.",Find the area of rectilinear figures by decomposing them into non-overlapping parts and finding the area of each part
MATH-00130,3,i112073,Interim_eedi,q103140,B,A,24217.0,30.784159887682,51.261510509146,12.016352149316,6.441755791386,,,MULTICHOICE,,"The figure below is made up of two rectangles. What is the total area, in square centimeters, of the figure?",An L-shaped figure with labeled dimensions. A narrow left section is 2 cm wide and 3 cm tall (area = 6 sq cm). A taller right section is 3 cm wide and 5 cm tall (area = 15 sq cm). Total area = 21 sq cm.,13,"Student added the length and the width to find the area of each section and then added the ""areas"" together.",21,Correct.,25,Student calculated the area of the figure using the longest length and the longest width; did not subtract the missing portion in the top left part.,90,Student multiplied rather than adding the areas of the two rectangles to find the total area of the figure.,,,,,,,,"Student added the length and the width to find the area of each section and then added the ""areas"" together.",Find the area of rectilinear figures by decomposing them into non-overlapping parts and finding the area of each part
MATH-00130,3,i112319,Interim_eedi,q102669,C,A,35.0,34.285714285714,31.428571428571,25.714285714285,8.571428571428,,,MULTICHOICE,,"In the shape below, a rectangle is joined with another figure made up of squares. Each square equals 1 square unit. Which expression could be used to find the total area, in square units, of the shape above?",A composite shape: on the left is a rectangle labeled 2 units wide and 3 units tall (area = 6 sq units). On the right is a grid of unit squares arranged in 3 columns and 4 rows (area = 12 sq units). The two shapes share a common side.,5 + 7,"Student added the length and width of each respective rectangle, instead of multiplying them.",5 x 7,"Student added the length and width of each respective rectangle, instead of multiplying them, and multiplied to combine the areas, instead of adding them.",6 + 12,Correct.,6 x 12,Student multiplied the respective areas of the rectangles in the shape instead of adding them.,,,,,,,,"Student added the length and width of each respective rectangle, instead of multiplying them.",Find the area of rectilinear figures by decomposing them into non-overlapping parts and finding the area of each part
MATH-00130,3,i112382,Interim_eedi,q102670,B,A,35.0,48.571428571428,28.571428571428,17.142857142857,5.714285714285,,,MULTICHOICE,,"What is the area, in square units, of the figure below?","An irregular U-shaped or staircase figure with labeled dimensions: a 3-unit wide by 3-unit tall rectangle on the upper left (area=9), an 8-unit wide by 2-unit tall rectangle spanning the bottom (area=16), and a 2-unit wide by 3-unit tall rectangle on the upper right (area=6). Total area = 31 sq units.",22,"Student added the area of the 2 x 3 rectangle to the area of the 8 x 2 rectangle, but did not also include the area of the 3 x 3 rectangle.",31,Correct.,32,Student added all of the lengths of the sides (found the perimeter) instead of solving for area.,40,Student multiplied the longest width (3 + 2) by the longest length (8); did not recognize that this would be more than the area of the given figure.,,,,,,,,"Student added the area of the 2 x 3 rectangle to the area of the 8 x 2 rectangle, but did not also include the area of the 3 x 3 rectangle.",Find the area of rectilinear figures by decomposing them into non-overlapping parts and finding the area of each part
MATH-00130,3,i112627,Interim_eedi,q107689,BE,D,24042.0,25.126861326012,43.864903086265,19.52000665502,27.185758256384,46.285666749854,,MULTISELECT,,Which two expressions can be used to find the area of the shape below? Select two that apply.,An L-shaped figure made of unit squares. The top-left portion is 3 units wide and 6 units tall (area = 18). The bottom-right extension is 5 units wide and 2 units tall (area = 10). The shapes share a corner. Total area = 28 sq units.,(4 x 3) + (2 x 5),Student only added the areas of the rectangles whose perimeters do not overlap.,(4 x 3) + (2 x 8),Correct.,(6 + 3) + (2 + 5),"Student used an incorrect formula, A = l + w, to find the areas of the two rectangles.",(6 x 3) + (2 x 8),Student accounted for the overlapping area twice.,(6 x 3) + (2 x 5),Correct.,,,,,,Student accounted for the overlapping area twice.,Find the area of rectilinear figures by decomposing them into non-overlapping parts and finding the area of each part
MATH-00135,3,i113169,Interim_eedi,q102731,C,D,344.0,7.848837209302,2.325581395348,49.127906976744,40.697674418604,,,MULTICHOICE,,"What is the perimeter, in units, of the rectangle?",A rectangle with the bottom side labeled 8 units and the right side labeled 5 units. The other two sides are unlabeled.,13,Student added only one length and one width.,16,Student added the length twice.,26,Correct.,40,Student multiplied the length and the width; possibly confused area and perimeter.,,,,,,,,Student multiplied the length and the width; possibly confused area and perimeter.,Solve mathematical problems involving the perimeters of polygons
MATH-00137,3,i110187,Interim_eedi,q102675,D,C,342.0,4.678362573099,10.526315789473,53.801169590643,31.578947368421,,,MULTICHOICE,,The shapes below are divided into squares. Each square has a side length of 1 unit. Which statement about the two shapes is true?,"Two rectangular grid shapes: Shape 1 is a grid of 5 columns x 4 rows (area = 20 sq units, perimeter = 18 units). Shape 2 is a grid of 6 columns x 3 rows (area = 18 sq units, perimeter = 18 units). Both shapes have the same perimeter but different areas.",The shapes have the same area and the same perimeter.,"Student correctly identified that the two shapes have the same perimeter, but also thought they have the same area; perhaps confused because the area and perimeter of Shape 2 are the same number.",The shapes have the same area but different perimeters.,Student confused the concepts of area and perimeter.,The shapes have different areas and different perimeters.,"Student correctly identified that the shapes have different areas, but did not calculate perimeter correctly to recognize that the perimeters are the same, OR thought that different shapes must have different areas and different perimeters.",The shapes have different areas but the same perimeter.,Correct.,,,,,,,,"Student correctly identified that the shapes have different areas, but did not calculate perimeter correctly to recognize that the perimeters are the same, OR thought that different shapes must have different areas and different perimeters.",Differentiate between perimeter and area and recognize that figures can have the same perimeter and different areas
MATH-00138,3,i184919,Compass,q187680,BC,A,3259.0,26.910095121202,57.717091132249,45.811598649892,20.128873887695,23.289352562135,,MULTISELECT,,Select two numbers that round to 200 when rounded to the nearest ten.,,178,"Student may have rounded to the nearest hundred, as 178 rounds to 200 when rounded to the nearest hundred.",196,Correct.,203,Correct.,208,"Student may have attended to the hundreds and tens place only, not realizing 208 rounds to 210 when rounded to the nearest ten.",211,"Student may have rounded to the nearest hundred, as 211 rounds to 200 when rounded to the nearest hundred.",,,,,,"Student may have rounded to the nearest hundred, as 178 rounds to 200 when rounded to the nearest hundred.",Round whole numbers to the nearest 10
MATH-00138,3,i185071,Compass,q187884,BC,E,97.0,16.49484536082474,71.1340206185567,70.10309278350516,14.43298969072165,20.61855670103093,,MULTISELECT,,Select two numbers that round to 200 when rounded to the nearest ten.,,178,Student may have rounded to the nearest hundred instead of the nearest ten.,196,Correct.,203,Correct.,208,Student may have attended to the hundreds and tens place only when rounding to the nearest ten.,211,Student may have rounded to the nearest hundred instead of the nearest ten.,,,,,,Student may have rounded to the nearest hundred instead of the nearest ten.,Round whole numbers to the nearest 10
MATH-00138,3,i129703,Interim_eedi,q125254,BC,A,21731.0,25.148405503658,56.886475541852,47.121623487184,20.868804933044,23.128249965487,,MULTISELECT,,Select two numbers that round to 200 when rounded to the nearest ten.,,178,"Student may have rounded to the nearest hundred, as 178 rounds to 200 when rounded to the nearest hundred.",195,Correct.,203,Correct.,208,"Student may have attended to the hundreds and tens place only, not realizing 208 rounds to 210 when rounded to the nearest ten.",211.0,"Student may have rounded to the nearest hundred, as 211 rounds to 200 when rounded to the nearest hundred.",,,,,,"Student may have rounded to the nearest hundred, as 178 rounds to 200 when rounded to the nearest hundred.",Round whole numbers to the nearest 10
